Album,Artist,Week,Rank
Take Good Care Of My Baby,Bobby Vinton,28,167
Quicksilver Messenger Service,Quicksilver Messenger Service,28,168
The Midnight Mover,Wilson Pickett,28,169
Renaissance,Vanilla Fudge,28,170
Goin' To Memphis,Paul Revere & The Raiders,28,171
Wild In The Streets,Soundtrack,28,172
I Never Loved A Man The Way I Love You,Aretha Franklin,28,173
Speedway,Elvis Presley,28,174
La La Means I Love You,The Delfonics,28,175
The Best Of Eddy Arnold,Eddy Arnold,28,176
Love Rhapsodies,Midnight String Quartet,28,177
A Man And A Woman,Soundtrack,28,178
Another Place Another Time,Jerry Lee Lewis,28,179
SRO,Herb Alpert & The Tijuana Brass,28,180
Greatest Hits,The Righteous Brothers,28,181
Mixed Bag,Richie Havens,28,182
"Bill Cosby Is A Very Funny Fellow, Right!",Bill Cosby,28,183
The Other Man's Grass Is Always Greener,Petula Clark,28,184
Soul Directions,Arthur Conley,28,185
Collections,The Rascals,28,186
The Story Of Bonnie & Clyde,Flatt & Scruggs,28,187
The Best Of Sonny & Cher,Sonny & Cher,28,188
Album 1700,"Peter, Paul & Mary",28,189
Feelin' Bluesy,Gladys Knight And The Pips,28,190
Ohio Express,Ohio Express,28,191
This Is Soul,Various Artists,28,192
Why Is There Air?,Bill Cosby,28,193
Heads Up!,Baja Marimba Band,28,194
Golden Greats By The Ventures,The Ventures,28,195
Ridin' High,Martha & The Vandellas,28,196
The Young Rascals,The Rascals,28,197
Kiss Me Goodbye,Jim Nabors,28,198
2001: A Space Odyssey,Soundtrack,28,199
One More Time,Wayne Newton,28,200
Bookends,Simon & Garfunkel,29,1
Beat Of The Brass,Herb Alpert & The Tijuana Brass,29,2
The Graduate,Soundtrack,29,3
A Tramp Shining,Richard Harris,29,4
Look Around,Sergio Mendes,29,5
Disraeli Gears,Cream,29,6
God Bless Tiny Tim,Tiny Tim,29,7
Are You Experienced?,Jimi Hendrix,29,8
Honey,Bobby Goldsboro,29,9
Honey,Andy Williams,29,10
The Doors,The Doors,29,11
"Music From ""A Fistful Of Dollars"" & ""For A Few Dollars More"" & ""The Good, T","Hugo Montenegro, His Orchestra And Chorus",29,12
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,29,13
"The Good, The Bad And The Ugly",Soundtrack,29,14
"The Birds, The Bees & The Monkees",The Monkees,29,15
The Papas & The Mamas,The Mamas & The Papas,29,16
Aretha: Lady Soul,Aretha Franklin,29,17
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,29,18
By The Time I Get To Phoenix,Glen Campbell,29,19
"To Russell, My Brother, Whom I Slept With",Bill Cosby,29,20
Young Girl,Gary Puckett And The Union Gap,29,21
Blooming Hits,Paul Mauriat And His Orchestra,29,22
Nancy & Lee,Nancy Sinatra,29,23
Wish It Would Rain,The Temptations,29,24
Doctor Zhivago,Soundtrack,29,25
The Dock Of The Bay,Otis Redding,29,26
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,29,27
Wheels Of Fire,Cream,29,28
Aretha Now,Aretha Franklin,29,29
The Unicorn,The Irish Rovers,29,30
The Four Tops Greatest Hits,Four Tops,29,31
The Promise Of A Future,Hugh Masekela,29,32
Who Will Answer? And Other Songs Of Our Time,Ed Ames,29,33
Camelot,Soundtrack,29,34
Dean Martin's Greatest Hits! Vol. 1,Dean Martin,29,35
Magical Mystery Tour (Soundtrack),The Beatles,29,36
Greatest Hits,Stevie Wonder,29,37
Goin' Out Of My Head,The Lettermen,29,38
Wildflowers,Judy Collins,29,39
Johnny Cash At Folsom Prison,Johnny Cash,29,40
Honey,Ray Conniff,29,41
John Wesley Harding,Bob Dylan,29,42
Bonnie And Clyde,Soundtrack,29,43
The Electrifying Eddie Harris,Eddie Harris,29,44
Birthday,The Association,29,45
Valley Of The Dolls,Dionne Warwick,29,46
Love Is Blue,Johnny Mathis,29,47
Sounds Of Silence,Simon & Garfunkel,29,48
"Greatest Hits, Vol. 2",The Miracles,29,49
A Day In The Life,Wes Montgomery,29,50
The Sound Of Music,Soundtrack,29,51
Time Peace/The Rascals' Greatest Hits,The Rascals,29,52
Together,Country Joe & The Fish,29,53
Down Here On The Ground,Wes Montgomery,29,54
Reflections,The Supremes,29,55
Like To Get To Know You,Spanky And Our Gang,29,56
There Is,The Dells,29,57
The Tom Jones Fever Zone,Tom Jones,29,58
Axis: Bold As Love,The Jimi Hendrix Experience,29,59
Jungle Book,Soundtrack,29,60
Easy,Nancy Wilson,29,61
Vanilla Fudge,Vanilla Fudge,29,62
The Temptations Greatest Hits,The Temptations,29,63
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,29,64
"The Lettermen!!!...And ""Live!""",The Lettermen,29,65
Love Is Blue,Claudine Longet,29,66
A Portrait Of Ray,Ray Charles,29,67
Farewell To The First Golden Era,The Mamas & The Papas,29,68
The Sea,San Sebastian,29,69
Strange Days,The Doors,29,70
Steppenwolf,Steppenwolf,29,71
The Romantic World Of Eddy Arnold,Eddy Arnold,29,72
Cry Like A Baby,The Box Tops,29,73
Gentle On My Mind,Glen Campbell,29,74
We're A Winner,The Impressions,29,75
Fresh Cream,Cream,29,76
Vincebus Eruptum,Blue Cheer,29,77
Boogie With Canned Heat,Canned Heat,29,78
Once Upon A Dream,The Rascals,29,79
History Of Otis Redding,Otis Redding,29,80
Heavy,Iron Butterfly,29,81
Spirit,Spirit,29,82
Up Pops Ramsey Lewis,Ramsey Lewis,29,83
Days Of Future Past,The Moody Blues With The London Festival Orchestra (Knight),29,84
The Twain Shall Meet,The Animals,29,85
"Hey, Little One",Glen Campbell,29,86
"Up, Up And Away",The 5th Dimension,29,87
Wow,Moby Grape,29,88
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,29,89
Alice's Restaurant,Soundtrack,29,90
The Beat Goes On,Vanilla Fudge,29,91
It Must Be Him,Ray Conniff,29,92
What Now My Love,Herb Alpert & The Tijuana Brass,29,93
Valley Of The Dolls,Soundtrack,29,94
Herb Alpert's Ninth,Herb Alpert & The Tijuana Brass,29,95
!!Going Places!!,Herb Alpert & The Tijuana Brass,29,96
Release Me,Engelbert Humperdinck,29,97
Realization,Johnny Rivers,29,98
Fortuosity,The Mills Brothers,29,99
Hello Dummy!,Don Rickles,29,100
The Last Waltz,Engelbert Humperdinck,29,101
"Woman, Woman",Gary Puckett And The Union Gap,29,102
The Temptations In A Mellow Mood,The Temptations,29,103
Mr. Fantasy,Traffic,29,104
The Time Has Come,The Chambers Brothers,29,105
A Long Time Comin',Electric Flag,29,106
The Immortal Otis Redding,Otis Redding,29,107
"Wednesday Morning, 3 AM",Simon & Garfunkel,29,108
Renaissance,Vanilla Fudge,29,109
Cowboys & Colored People,FLiP,29,110
Man Of La Mancha,Original Cast,29,111
"Pisces, Aquarius, Capricorn, And Jones Ltd.",The Monkees,29,112
Four Tops Reach Out,Four Tops,29,113
Doctor Dolittle,Soundtrack,29,114
Please Love Me Forever,Bobby Vinton,29,115
My Cup Runneth Over,Ed Ames,29,116
In-A-Gadda-Da-Vida,Iron Butterfly,29,117
Music From Mission: Impossible,Lalo Schifrin,29,118
The Turtles! Golden Hits,The Turtles,29,119
The Best Of Wes Montgomery,Wes Montgomery,29,120
Sergio Mendes & Brasil '66,Sergio Mendes,29,121
Welcome To My World,Dean Martin,29,122
More Mauriat,Paul Mauriat,29,123
Born Free,Andy Williams,29,124
Groovin',The Rascals,29,125
The Circle Game,Tom Rush,29,126
Insight Out,The Association,29,127
Reach Out,Burt Bacharach,29,128
Revenge,Bill Cosby,29,129
The Mantovani Touch,Mantovani,29,130
Mauriat Magic,Paul Mauriat,29,131
Ultimate Spinach,Ultimate,29,132
It Must Be Him,Vikki Carr,29,133
Super Hits,Various Artists,29,134
Feelin' Good,Lou Rawls,29,135
The Best Of Wilson Pickett,Wilson Pickett,29,136
Movin' With Nancy,Nancy Sinatra,29,137
Camelot,Original Cast Recording,29,138
The Mason Williams Phonograph Record,Mason Williams,29,139
A New Place In The Sun,Glen Campbell,29,140
Quicksilver Messenger Service,Quicksilver Messenger Service,29,141
Super Oldies/Vol. 3,Various Artists,29,142
Journey To The Center Of The Mind,The Amboy Dukes,29,143
"The Good, The Bad And The Ugly And Other Motion Picture Themes",L,29,144
Bee Gees' 1st,Bee Gees,29,145
Love Is Blue,Al Martino,29,146
"Elvis' Gold Records, Volume 4",Elvis Presley,29,147
Hickory Holler Revisited,O.C. Smith,29,148
Johnny's Greatest Hits,Johnny Mathis,29,149
Feliciano!,Jose Feliciano,29,150
We're Only In It For The Money,Mothers Of Invention,29,151
"Love, Andy",Andy Williams,29,152
Child Is Father To The Man,"Blood, Sweat & Tears",29,153
United,Tammi Terrell,29,154
I Got The Feelin',James Brown,29,155
The Midnight Mover,Wilson Pickett,29,156
Speedway,Elvis Presley,29,157
Friends,The Beach Boys,29,158
The Magic Garden,The 5th Dimension,29,159
The Sky,San Sebastian,29,160
Master Jack,Four Jacks And A Jill,29,161
Mantovani/Tango,Mantovani,29,162
For Those In Love,Percy Faith,29,163
Take Good Care Of My Baby,Bobby Vinton,29,164
Wild In The Streets,Soundtrack,29,165
"The Super Hits, Vol. 2",Various Artists,29,166
Bob Dylan's Greatest Hits,Bob Dylan,29,167
I Never Loved A Man The Way I Love You,Aretha Franklin,29,168
Fever Tree,Fever Tree,29,169
Goin' Places,John Davidson,29,170
Goin' To Memphis,Paul Revere & The Raiders,29,171
Love Rhapsodies,Midnight String Quartet,29,172
Revelations,The New Colony Six,29,173
The Hangman's Beautiful Daughter,Incredible String Band,29,174
The Best Of Eddy Arnold,Eddy Arnold,29,175
Album 1700,"Peter, Paul & Mary",29,176
2001: A Space Odyssey,Soundtrack,29,177
A Man And A Woman,Soundtrack,29,178
Creedence Clearwater Revival: Collector's Edition,Creedence Clearwater Revival,29,179
Ohio Express,Ohio Express,29,180
Golden Greats By The Ventures,The Ventures,29,181
SRO,Herb Alpert & The Tijuana Brass,29,182
Greatest Hits,The Righteous Brothers,29,183
"Bill Cosby Is A Very Funny Fellow, Right!",Bill Cosby,29,184
The Other Man's Grass Is Always Greener,Petula Clark,29,185
Collections,The Rascals,29,186
Kiss Me Goodbye,Jim Nabors,29,187
The Best Of Sonny & Cher,Sonny & Cher,29,188
This Is Soul,Various Artists,29,189
Rotary Connection,Rotary Connection,29,190
The Young Rascals,The Rascals,29,191
The Story Of Bonnie & Clyde,Flatt & Scruggs,29,192
Feelin' Bluesy,Gladys Knight And The Pips,29,193
Why Is There Air?,Bill Cosby,29,194
Another Place Another Time,Jerry Lee Lewis,29,195
You're Good For Me,Lou Rawls,29,196
Maiden Voyage,Ramsey Lewis,29,197
Ridin' High,Martha & The Vandellas,29,198
Here Come The Judge,Pigmeat Markham,29,199
The Best Of Wayne Newton,Wayne Newton,29,200
Beat Of The Brass,Herb Alpert & The Tijuana Brass,30,1
Wheels Of Fire,Cream,30,2
Bookends,Simon & Garfunkel,30,3
A Tramp Shining,Richard Harris,30,4
The Graduate,Soundtrack,30,5
Look Around,Sergio Mendes,30,6
Are You Experienced?,Jimi Hendrix,30,7
Aretha Now,Aretha Franklin,30,8
Time Peace/The Rascals' Greatest Hits,The Rascals,30,9
Honey,Andy Williams,30,10
Disraeli Gears,Cream,30,11
God Bless Tiny Tim,Tiny Tim,30,12
The Doors,The Doors,30,13
Honey,Bobby Goldsboro,30,14
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,30,15
"The Birds, The Bees & The Monkees",The Monkees,30,16
The Papas & The Mamas,The Mamas & The Papas,30,17
"To Russell, My Brother, Whom I Slept With",Bill Cosby,30,18
Aretha: Lady Soul,Aretha Franklin,30,19
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,30,20
Young Girl,Gary Puckett And The Union Gap,30,21
Wish It Would Rain,The Temptations,30,22
Nancy & Lee,Nancy Sinatra,30,23
By The Time I Get To Phoenix,Glen Campbell,30,24
"Music From ""A Fistful Of Dollars"" & ""For A Few Dollars More"" & ""The Good, T","Hugo Montenegro, His Orchestra And Chorus",30,25
The Promise Of A Future,Hugh Masekela,30,26
Realization,Johnny Rivers,30,27
The Four Tops Greatest Hits,Four Tops,30,28
Dean Martin's Greatest Hits! Vol. 1,Dean Martin,30,29
The Unicorn,The Irish Rovers,30,30
Steppenwolf,Steppenwolf,30,31
Together,Country Joe & The Fish,30,32
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,30,33
Doctor Zhivago,Soundtrack,30,34
Johnny Cash At Folsom Prison,Johnny Cash,30,35
Honey,Ray Conniff,30,36
The Dock Of The Bay,Otis Redding,30,37
"The Good, The Bad And The Ugly",Soundtrack,30,38
Blooming Hits,Paul Mauriat And His Orchestra,30,39
Wildflowers,Judy Collins,30,40
Vanilla Fudge,Vanilla Fudge,30,41
Greatest Hits,Stevie Wonder,30,42
The Electrifying Eddie Harris,Eddie Harris,30,43
Axis: Bold As Love,The Jimi Hendrix Experience,30,44
Sounds Of Silence,Simon & Garfunkel,30,45
Valley Of The Dolls,Dionne Warwick,30,46
John Wesley Harding,Bob Dylan,30,47
Birthday,The Association,30,48
Fresh Cream,Cream,30,49
"Greatest Hits, Vol. 2",The Miracles,30,50
Down Here On The Ground,Wes Montgomery,30,51
There Is,The Dells,30,52
Gentle On My Mind,Glen Campbell,30,53
Love Is Blue,Johnny Mathis,30,54
The Tom Jones Fever Zone,Tom Jones,30,55
Like To Get To Know You,Spanky And Our Gang,30,56
Strange Days,The Doors,30,57
The Sea,San Sebastian,30,58
The Romantic World Of Eddy Arnold,Eddy Arnold,30,59
Easy,Nancy Wilson,30,60
The Temptations Greatest Hits,The Temptations,30,61
The Sound Of Music,Soundtrack,30,62
A Day In The Life,Wes Montgomery,30,63
A Portrait Of Ray,Ray Charles,30,64
Jungle Book,Soundtrack,30,65
Reflections,The Supremes,30,66
Love Is Blue,Claudine Longet,30,67
Farewell To The First Golden Era,The Mamas & The Papas,30,68
Who Will Answer? And Other Songs Of Our Time,Ed Ames,30,69
Boogie With Canned Heat,Canned Heat,30,70
Bonnie And Clyde,Soundtrack,30,71
Cry Like A Baby,The Box Tops,30,72
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,30,73
Camelot,Soundtrack,30,74
Magical Mystery Tour (Soundtrack),The Beatles,30,75
Goin' Out Of My Head,The Lettermen,30,76
"The Lettermen!!!...And ""Live!""",The Lettermen,30,77
Hello Dummy!,Don Rickles,30,78
Spirit,Spirit,30,79
Once Upon A Dream,The Rascals,30,80
Up Pops Ramsey Lewis,Ramsey Lewis,30,81
Wow,Moby Grape,30,82
Days Of Future Past,The Moody Blues With The London Festival Orchestra (Knight),30,83
The Beat Goes On,Vanilla Fudge,30,84
"Hey, Little One",Glen Campbell,30,85
"Up, Up And Away",The 5th Dimension,30,86
The Twain Shall Meet,The Animals,30,87
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,30,88
Heavy,Iron Butterfly,30,89
The Immortal Otis Redding,Otis Redding,30,90
Renaissance,Vanilla Fudge,30,91
The Mason Williams Phonograph Record,Mason Williams,30,92
What Now My Love,Herb Alpert & The Tijuana Brass,30,93
Herb Alpert's Ninth,Herb Alpert & The Tijuana Brass,30,94
!!Going Places!!,Herb Alpert & The Tijuana Brass,30,95
We're A Winner,The Impressions,30,96
In-A-Gadda-Da-Vida,Iron Butterfly,30,97
History Of Otis Redding,Otis Redding,30,98
A New Place In The Sun,Glen Campbell,30,99
Mr. Fantasy,Traffic,30,100
Vincebus Eruptum,Blue Cheer,30,101
The Time Has Come,The Chambers Brothers,30,102
It Must Be Him,Ray Conniff,30,103
Valley Of The Dolls,Soundtrack,30,104
Alice's Restaurant,Soundtrack,30,105
A Long Time Comin',Electric Flag,30,106
"Woman, Woman",Gary Puckett And The Union Gap,30,107
Release Me,Engelbert Humperdinck,30,108
The Temptations In A Mellow Mood,The Temptations,30,109
The Last Waltz,Engelbert Humperdinck,30,110
"Wednesday Morning, 3 AM",Simon & Garfunkel,30,111
"Pisces, Aquarius, Capricorn, And Jones Ltd.",The Monkees,30,112
Mauriat Magic,Paul Mauriat,30,113
Doctor Dolittle,Soundtrack,30,114
Cowboys & Colored People,FLiP,30,115
My Cup Runneth Over,Ed Ames,30,116
The Turtles! Golden Hits,The Turtles,30,117
Please Love Me Forever,Bobby Vinton,30,118
Man Of La Mancha,Original Cast,30,119
Fortuosity,The Mills Brothers,30,120
Sergio Mendes & Brasil '66,Sergio Mendes,30,121
More Mauriat,Paul Mauriat,30,122
Four Tops Reach Out,Four Tops,30,123
The Best Of Wes Montgomery,Wes Montgomery,30,124
Groovin',The Rascals,30,125
Revenge,Bill Cosby,30,126
Reach Out,Burt Bacharach,30,127
Here Come The Judge,Pigmeat Markham,30,128
Cowboys To Girls,The Intruders,30,129
Ultimate Spinach,Ultimate,30,130
Super Hits,Various Artists,30,131
Feelin' Good,Lou Rawls,30,132
The Mantovani Touch,Mantovani,30,133
Friends,The Beach Boys,30,134
Movin' With Nancy,Nancy Sinatra,30,135
Welcome To My World,Dean Martin,30,136
Camelot,Original Cast Recording,30,137
Quicksilver Messenger Service,Quicksilver Messenger Service,30,138
Journey To The Center Of The Mind,The Amboy Dukes,30,139
Born Free,Andy Williams,30,140
Feliciano!,Jose Feliciano,30,141
Super Oldies/Vol. 3,Various Artists,30,142
Bee Gees' 1st,Bee Gees,30,143
It Must Be Him,Vikki Carr,30,144
Wild In The Streets,Soundtrack,30,145
Love Is Blue,Al Martino,30,146
Music From Mission: Impossible,Lalo Schifrin,30,147
Hickory Holler Revisited,O.C. Smith,30,148
"The Super Hits, Vol. 2",Various Artists,30,149
The Best Of Wilson Pickett,Wilson Pickett,30,150
The Midnight Mover,Wilson Pickett,30,151
Child Is Father To The Man,"Blood, Sweat & Tears",30,152
I Got The Feelin',James Brown,30,153
United,Tammi Terrell,30,154
2001: A Space Odyssey,Soundtrack,30,155
Speedway,Elvis Presley,30,156
Donovan In Concert,Donovan,30,157
The Sky,San Sebastian,30,158
The Magic Garden,The 5th Dimension,30,159
Mantovani/Tango,Mantovani,30,160
For Those In Love,Percy Faith,30,161
"Elvis' Gold Records, Volume 4",Elvis Presley,30,162
Fever Tree,Fever Tree,30,163
Bob Dylan's Greatest Hits,Bob Dylan,30,164
Goin' Places,John Davidson,30,165
I Never Loved A Man The Way I Love You,Aretha Franklin,30,166
I Love You,People,30,167
Goin' To Memphis,Paul Revere & The Raiders,30,168
Revelations,The New Colony Six,30,169
Take Good Care Of My Baby,Bobby Vinton,30,170
Master Jack,Four Jacks And A Jill,30,171
Insight Out,The Association,30,172
The Hangman's Beautiful Daughter,Incredible String Band,30,173
Creedence Clearwater Revival: Collector's Edition,Creedence Clearwater Revival,30,174
Ohio Express,Ohio Express,30,175
Children Of The Future,The Steve Miller Band,30,176
A Man And A Woman,Soundtrack,30,177
Album 1700,"Peter, Paul & Mary",30,178
Maiden Voyage,Ramsey Lewis,30,179
You're Good For Me,Lou Rawls,30,180
Golden Greats By The Ventures,The Ventures,30,181
Soul Country,Joe Tex,30,182
Greatest Hits,The Righteous Brothers,30,183
"Bill Cosby Is A Very Funny Fellow, Right!",Bill Cosby,30,184
Collections,The Rascals,30,185
Rotary Connection,Rotary Connection,30,186
Kiss Me Goodbye,Jim Nabors,30,187
This Is Soul,Various Artists,30,188
Love Rhapsodies,Midnight String Quartet,30,189
The Young Rascals,The Rascals,30,190
Joni Mitchell,Joni Mitchell,30,191
The Story Of Bonnie & Clyde,Flatt & Scruggs,30,192
Mony Mony,Tommy James,30,193
Another Place Another Time,Jerry Lee Lewis,30,194
Feelin' Bluesy,Gladys Knight And The Pips,30,195
Planet Of The Apes,Soundtrack,30,196
The Soul Goes On,Jerry Butler,30,197
Gentle On My Mind,Patti Page,30,198
The Odd Couple,Soundtrack,30,199
The Best Of Wayne Newton,Wayne Newton,30,200
Beat Of The Brass,Herb Alpert & The Tijuana Brass,31,1
Wheels Of Fire,Cream,31,2
Bookends,Simon & Garfunkel,31,3
The Graduate,Soundtrack,31,4
Aretha Now,Aretha Franklin,31,5
Time Peace/The Rascals' Greatest Hits,The Rascals,31,6
Are You Experienced?,Jimi Hendrix,31,7
A Tramp Shining,Richard Harris,31,8
Disraeli Gears,Cream,31,9
Honey,Andy Williams,31,10
Look Around,Sergio Mendes,31,11
Honey,Bobby Goldsboro,31,12
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,31,13
The Doors,The Doors,31,14
The Papas & The Mamas,The Mamas & The Papas,31,15
Aretha: Lady Soul,Aretha Franklin,31,16
Wish It Would Rain,The Temptations,31,17
By The Time I Get To Phoenix,Glen Campbell,31,18
Steppenwolf,Steppenwolf,31,19
Realization,Johnny Rivers,31,20
The Promise Of A Future,Hugh Masekela,31,21
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,31,22
Nancy & Lee,Nancy Sinatra,31,23
The Four Tops Greatest Hits,Four Tops,31,24
"Music From ""A Fistful Of Dollars"" & ""For A Few Dollars More"" & ""The Good, T","Hugo Montenegro, His Orchestra And Chorus",31,25
Young Girl,Gary Puckett And The Union Gap,31,26
Together,Country Joe & The Fish,31,27
Dean Martin's Greatest Hits! Vol. 1,Dean Martin,31,28
"To Russell, My Brother, Whom I Slept With",Bill Cosby,31,29
God Bless Tiny Tim,Tiny Tim,31,30
"The Birds, The Bees & The Monkees",The Monkees,31,31
Vanilla Fudge,Vanilla Fudge,31,32
Johnny Cash At Folsom Prison,Johnny Cash,31,33
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,31,34
Honey,Ray Conniff,31,35
Axis: Bold As Love,The Jimi Hendrix Experience,31,36
Doctor Zhivago,Soundtrack,31,37
